timestamp,timeus,DesR,R,DesP,P,DesY,Y,ErrRP,ErrYaw
1617992760,63228865,0,0.11,0,0.09,352.94,352.95,0,0
1617992760.09996,63328825,0,0.11,0,0.09,352.94,352.95,0,0
1617992760.19992,63428785,0,0.11,0,0.09,352.94,352.95,0,0
1617992760.29988,63528745,0,0.11,0,0.09,352.94,352.95,0,0
1617992760.39984,63628705,0,0.11,0,0.09,352.94,352.95,0,0
1617992760.4998,63728665,0,0.11,0,0.09,352.94,352.95,0,0
1617992760.59976,63828625,0,0.11,0,0.09,352.94,352.95,0,0
1617992760.69972,63928585,0,0.11,0,0.09,352.94,352.95,0,0
1617992760.79968,64028545,0,0.11,0,0.09,352.94,352.95,0,0
1617992760.89964,64128505,0,0.11,0,0.09,352.94,352.95,0,0
1617992760.9996,64228465,0,0.11,0,0.09,352.94,352.95,0,0
1617992761.09956,64328425,0,0.11,0,0.09,352.94,352.95,0,0
1617992761.19952,64428385,0,0.11,0,0.09,352.94,352.95,0,0
1617992761.29948,64528345,0,0.11,0,0.09,352.94,352.95,0,0
1617992761.39944,64628305,0,0.11,0,0.09,352.94,352.95,0,0
1617992761.4994,64728265,0,0.11,0,0.1,352.94,352.95,0,0
1617992761.59936,64828225,0,0.11,0,0.09,352.95,352.96,0,0
1617992761.69932,64928185,0,0.11,0,0.1,352.95,352.96,0,0
1617992761.80011,65028978,0,0.11,0,0.1,352.95,352.96,0,0
1617992761.90007,65128938,0,0.11,0,0.1,352.95,352.96,0,0
1617992762.00003,65228898,0,0.11,0,0.1,352.95,352.96,0,0
1617992762.09999,65328858,0,0.11,0,0.1,352.95,352.96,0,0
1617992762.19995,65428818,0,0.11,0,0.1,352.95,352.96,0,0
1617992762.29991,65528778,0,0.11,0,0.1,352.95,352.96,0,0
1617992762.39987,65628738,0,0.11,0,0.1,352.95,352.96,0,0
1617992762.49983,65728698,0,0.11,0,0.1,352.95,352.96,0,0
1617992762.59979,65828658,0,0.11,0,0.1,352.95,352.96,0,0
1617992762.69975,65928618,-0.1,0.11,-0.11,0.1,352.95,352.96,0,0
1617992762.79971,66028578,-0.09,0.11,-0.11,0.1,352.95,352.96,0,0
1617992762.89967,66128538,-0.14,0.11,-0.16,0.1,352.95,352.96,0,0
1617992762.99963,66228498,-0.21,0.11,-0.23,0.1,352.95,352.96,0,0
1617992763.09959,66328458,-0.27,0.11,-0.29,0.1,352.95,352.96,0,0
1617992763.19955,66428418,-0.32,0.11,-0.34,0.1,352.95,352.96,0,0
1617992763.29951,66528378,-0.36,0.11,-0.38,0.1,352.95,352.96,0,0
1617992763.39947,66628338,-0.39,0.11,-0.41,0.1,352.95,352.96,0,0
