timestamp,timeus,DesR,R,DesP,P,DesY,Y,ErrRP,ErrYaw
1617990233,34228803,0,0.06,0,0.05,352.91,352.92,0,0
1617990233.09996,34328763,0,0.06,0,0.05,352.91,352.92,0,0
1617990233.19992,34428723,0,0.06,0,0.05,352.91,352.92,0,0
1617990233.29988,34528683,0,0.06,0,0.05,352.91,352.92,0,0
1617990233.39984,34628643,0,0.06,0,0.05,352.9,352.91,0,0
1617990233.4998,34728603,0,0.06,0,0.05,352.9,352.91,0,0
1617990233.59976,34828563,0,0.06,0,0.05,352.9,352.91,0,0
1617990233.69972,34928523,0,0.06,0,0.05,352.9,352.91,0,0
1617990233.79968,35028483,0,0.06,0,0.05,352.9,352.91,0,0
1617990233.89964,35128443,0,0.06,0,0.05,352.9,352.91,0,0
1617990233.9996,35228403,0,0.06,0,0.05,352.9,352.91,0,0
1617990234.09956,35328363,0,0.06,0,0.05,352.9,352.91,0,0
1617990234.19952,35428323,0,0.06,0,0.05,352.9,352.91,0,0
1617990234.29948,35528283,0,0.06,0,0.05,352.9,352.91,0,0
1617990234.39944,35628243,0,0.06,0,0.05,352.9,352.91,0,0
1617990234.4994,35728203,0,0.06,0,0.05,352.9,352.91,0,0
1617990234.59936,35828163,0,0.06,0,0.05,352.9,352.91,0,0
1617990234.70015,35928956,0,0.06,0,0.05,352.9,352.91,0,0
1617990234.80011,36028916,0,0.07,0,0.05,352.9,352.91,0,0
1617990234.90007,36128876,0,0.07,0,0.05,352.9,352.91,0,0
1617990235.00003,36228836,0,0.07,0,0.05,352.9,352.91,0,0
1617990235.09999,36328796,0,0.07,0,0.05,352.9,352.91,0,0
1617990235.19995,36428756,0,0.07,0,0.05,352.9,352.91,0,0
1617990235.29991,36528716,0,0.07,0,0.05,352.9,352.91,0,0
1617990235.39987,36628676,0,0.07,0,0.05,352.9,352.91,0,0
1617990235.49983,36728636,0,0.07,0,0.05,352.9,352.91,0,0
1617990235.59979,36828596,0,0.07,0,0.05,352.9,352.91,0,0
1617990235.69975,36928556,0,0.07,0,0.05,352.9,352.91,0,0
1617990235.79971,37028516,0,0.07,0,0.05,352.9,352.91,0,0
1617990235.89967,37128476,0,0.07,0,0.05,352.9,352.91,0,0
1617990235.99963,37228436,0,0.07,0,0.05,352.9,352.91,0,0
1617990236.09959,37328396,0,0.07,0,0.05,352.9,352.91,0,0
1617990236.19955,37428356,0,0.07,0,0.05,352.9,352.91,0,0
1617990236.29951,37528316,0,0.07,0,0.05,352.9,352.91,0,0
1617990236.39947,37628276,0,0.07,0,0.05,352.9,352.91,0,0
1617990236.49943,37728236,0,0.07,0,0.05,352.9,352.91,0,0
1617990236.59939,37828196,0,0.07,0,0.05,352.9,352.91,0,0
1617990236.69935,37928156,0,0.07,0,0.05,352.9,352.91,0,0
1617990236.80015,38028949,0,0.07,0,0.05,352.9,352.91,0,0
1617990236.90011,38128909,0,0.07,0,0.05,352.9,352.91,0,0
1617990237.00007,38228869,0,0.07,0,0.05,352.9,352.91,0,0
1617990237.10003,38328829,0,0.07,0,0.05,352.9,352.91,0,0
1617990237.19999,38428789,0,0.07,0,0.06,352.9,352.91,0,0
1617990237.29995,38528749,0,0.07,0,0.06,352.9,352.91,0,0
1617990237.39991,38628709,0,0.07,0,0.06,352.9,352.91,0,0
1617990237.49987,38728669,0,0.07,0,0.06,352.9,352.91,0,0
1617990237.59983,38828629,0,0.07,0,0.06,352.9,352.91,0,0
1617990237.69979,38928589,0,0.07,0,0.06,352.9,352.91,0,0
1617990237.79975,39028549,0,0.07,0,0.06,352.9,352.91,0,0
1617990237.89971,39128509,0,0.07,0,0.06,352.9,352.91,0,0
1617990237.99967,39228469,0,0.07,0,0.06,352.9,352.91,0,0
1617990238.09963,39328429,0,0.07,0,0.06,352.9,352.91,0,0
1617990238.19959,39428389,0,0.07,0,0.06,352.9,352.91,0,0
1617990238.29955,39528349,0,0.07,0,0.06,352.9,352.91,0,0
1617990238.39951,39628309,0,0.07,0,0.06,352.9,352.91,0,0
1617990238.49947,39728269,0,0.08,0,0.06,352.9,352.91,0,0
1617990238.59943,39828229,0,0.08,0,0.06,352.9,352.91,0,0
1617990238.69939,39928189,0,0.08,0,0.06,352.89,352.9,0,0
1617990238.80018,40028982,0,0.08,0,0.06,352.89,352.9,0,0
1617990238.90014,40128942,0,0.08,0,0.06,352.89,352.9,0,0
